source_name,author,title,description,url,publishedAt
GlobeNewswire,ThredUp Inc.,ThredUp Doubles Down on Resale-as-a-Service® (RaaS®); Appoints Strategic Advisory Board to Scale Universal Recommerce Layer,"OAKLAND, Calif., May 06, 2026 (GLOBE NEWSWIRE) -- ThredUp (NASDAQ: TDUP, LTSE: TDUP), one of the largest online resale platforms for apparel, shoes, and accessories, today announced the next iteration of growth for its Universal Recommerce Layer. On the first…",https://www.globenewswire.com/news-release/2026/05/06/3288935/0/en/ThredUp-Doubles-Down-on-Resale-as-a-Service-RaaS-Appoints-Strategic-Advisory-Board-to-Scale-Universal-Recommerce-Layer.html,2026-05-06T13:15:00Z
PRNewswire,,"QUIET LUXURY BRAND BROCHU WALKER ANNOUNCES GLOBAL EXPANSION WITH OPENING OF ITS FIRST INTERNATIONAL 'MAISON' FLAGSHIP IN SEOUL, SOUTH KOREA","LOS ANGELES, May 6, 2026 /PRNewswire/ -- Quiet luxury brand, Brochu Walker, announced today that it will be opening on July 18th, 2026 its first international 'Maison' flagship location in Seoul, South Korea. This move marks a significant new chapter in the b…",https://www.prnewswire.com/news-releases/quiet-luxury-brand-brochu-walker-announces-global-expansion-with-opening-of-its-first-international-maison-flagship-in-seoul-south-korea-302763501.html,2026-05-06T12:30:00Z
Retaildesignblog.net,retail design blog,ALAÏA store by Halleröd,"Pieter Mulier‘s five-year tenure as ALAÏA‘s creative director has not only put the brand in the global limelight, but also...",https://retaildesignblog.net/2026/05/06/alaia-store-by-hallerod/,2026-05-06T09:00:14Z
PRNewswire,,Edwards Garment Replaces Legacy System with Centric PLM to Accelerate Product Development and Improve Visibility,"Historic North American uniform provider modernizes product creation with Centric Software CAMPBELL, Calif., May 5, 2026 /PRNewswire/ -- Centric Software® is pleased to announce that Edwards Garment has selected Centric PLM™ to drive product development effic…",https://www.prnewswire.com/news-releases/edwards-garment-replaces-legacy-system-with-centric-plm-to-accelerate-product-development-and-improve-visibility-302762876.html,2026-05-05T16:20:00Z
Adweek,Eva Kis,The 2026 Creative 100: Brand Innovators Winning With Playful Moments,This is supposed to be fun!,https://www.adweek.com/brand-marketing/the-2026-creative-100-brand-innovators-winning-with-playful-moments/,2026-05-05T06:00:00Z
Thecurvyfashionista.com,Marie Denee,From Marie’s Desk: Plus Size Indie Brands Need Your Support Now… Here’s Why,"Tariffs. Algorithm collapse. GLP-1 drugs. Fast fashion theft. Retail gatekeeping. Capital gaps. The indie plus size designers who built this community are facing a perfect storm and this is why your support, and the return of the Cultivate Awards, has never m…",https://thecurvyfashionista.com/support-plus-size-indie-brands/,2026-05-04T23:00:00Z
GlobeNewswire,CMI MARKET RESEARCH PRIVATE LIMITED,"[Latest] Global Action Camera Market Size/Share Worth USD 26.73 Billion by 2035 at a 12.95% CAGR: Custom Market Insights (Analysis, Outlook, Leaders, Report, Trends, Forecast, Segmentation, Growth Rate, Value, SWOT Analysis)","[220+ Pages Latest Report] According to a market research study published by Custom Market Insights, the demand analysis of Global Action Camera Market size & share revenue was valued at approximately USD 7.97 Billion in 2025 and is expected to reach USD 9 Bi…",https://www.globenewswire.com/news-release/2026/05/04/3287008/0/en/Latest-Global-Action-Camera-Market-Size-Share-Worth-USD-26-73-Billion-by-2035-at-a-12-95-CAGR-Custom-Market-Insights-Analysis-Outlook-Leaders-Report-Trends-Forecast-Segmentation-Gr.html,2026-05-04T16:30:00Z
WWD,Arthur Zaczkiewicz,From Tribal Knowledge to Intelligent Trade: How SourceReady is Rewiring Global Sourcing,Founder Ricky Ho discusses bridging the textile industry's “data gap” through AI-driven verification and the shift from manual spreadsheets to cognitive procurement.,http://wwd.com/sourcing-journal/industry-news/intelligent-trade-how-sourceready-is-rewiring-sourcing-1238938875/,2026-05-04T15:30:00Z
NPR,Ayana Archie,Trends still go from the runway to retail. A lot has changed in how they get there,"In 2006, an infamous scene from The Devil Wears Prada schooled viewers on how fashion trends make their way from the runway to the clearance bin. 20 years later, what's changed?",https://www.npr.org/2026/05/02/nx-s1-5805152/devil-wears-prada-2-trends-fashion,2026-05-02T09:00:00Z
WWD,Alexandra Harrell,"Shuffle Board: Solbari Builds Wholesale, TrueCommerce Eyes Growth","Australian brand Solbari enters the wholesale market while TrueCommerce appoints its next CRO to support its product-led, AI-forward growth strategy.",http://wwd.com/sourcing-journal/industry-news/shuffle-board-executive-moves-solbari-1238937545/,2026-05-01T22:20:51Z
WWD,Alexandra Harrell,"Shuffle Board: Solbari Builds Wholesale, TrueCommerce Eyes Growth","Australian brand Solbari enters the wholesale market while TrueCommerce appoints its next CRO to support its product-led, AI-forward growth strategy.",https://wwd.com/sourcing-journal/industry-news/shuffle-board-executive-moves-solbari-1238937545/,2026-05-01T22:20:51Z
Livemint,Sowmya Ramasubramanian,Mint Explainer: Why Reliance Retail is backing loss-making celebrity brands,"Despite near-term financial pressures, celebrity-led brands may offer some strategic advantage for a player like Reliance Retail. Execution, however, will continue to be a challenge",https://www.livemint.com/companies/news/reliance-retail-celebrity-brands-india-priyanka-chopra-alia-bhatt-11777617360837.html,2026-05-01T09:35:05Z
WWD,Alexandra Harrell,"AI Analysis Shows Global, Billion-Dollar Counterfeit Crisis","Counterfeits are getting faster, closer to demand and more embedded across categories, Entrupy’s annual State of the Fake report revealed.",http://wwd.com/sourcing-journal/industry-news/entrupy-state-of-the-fake-2026-1238933910/,2026-04-30T13:00:00Z
GlobeNewswire,Research and Markets,Africa and Middle East B2B Buy Now Pay Later Business Report 2026: FMCG Platform-Embedded BNPL is the Dominant Model with Agricultural B2B BNPL As the Highest Growth Vertical to 2028,"Africa and the Middle East's B2B BNPL market is rapidly expanding, driven by digital FMCG platforms, mobile settlements, and agricultural vertical growth. Leading regions include Nigeria, Kenya, and South Africa, while Tabby and Tamara pivot from consumer to …",https://www.globenewswire.com/news-release/2026/04/30/3284575/28124/en/Africa-and-Middle-East-B2B-Buy-Now-Pay-Later-Business-Report-2026-FMCG-Platform-Embedded-BNPL-is-the-Dominant-Model-with-Agricultural-B2B-BNPL-As-the-Highest-Growth-Vertical-to-202.html,2026-04-30T09:35:00Z
National Observer,Colleen Barry,Ferragamo expands its leather-mapping efforts as EU sustainability rules take shape,"Italian luxury brand Ferragamo said it can map the country of origin for much of the leather used to make its coveted footwear and handbags, which is a first step in traceability according to experts.",https://www.nationalobserver.com/2026/04/29/news/ferragamo-expands-its-leather-mapping-efforts-eu-sustainability-rules-take-shape,2026-04-29T10:52:45Z
Abcnews.com,COLLEEN BARRY Associated Press,Ferragamo expands leather mapping efforts as EU sustainability rules take shape,Salvatore Ferragamo is mapping the origin of much of the leather used in its products,https://abcnews.com/International/wireStory/ferragamo-expands-leather-mapping-efforts-eu-sustainability-rules-132485600,2026-04-29T08:29:25Z
GlobeNewswire,Research and Markets,"Saudi Arabia E-commerce Apparel Market Forecast Report 2026-2034, Competitive Analysis of Alibaba, Amazon, ASOS, Best Buy, Ebay, Flipkart, Groupon, JD.com, Shopify, Walmart","The Saudi Arabian e-commerce apparel market is poised for growth, surging from US$ 8.59 Billion in 2025 to US$ 16.74 Billion by 2034 at a CAGR of 7.69%. Key drivers include increased smartphone penetration, youth demographics, and digital payment adoption. Th…",https://www.globenewswire.com/news-release/2026/04/28/3282953/28124/en/Saudi-Arabia-E-commerce-Apparel-Market-Forecast-Report-2026-2034-Competitive-Analysis-of-Alibaba-Amazon-ASOS-Best-Buy-Ebay-Flipkart-Groupon-JD-com-Shopify-Walmart.html,2026-04-28T15:14:00Z
GlobeNewswire,College for Creative Studies,COLLEGE FOR CREATIVE STUDIES PRESENTED THE SHOW 2026 AT SOMERSET COLLECTION,"""Future Fantastic” showcased emerging designers shaping fashion through material, narrative and form ""Future Fantastic” showcased emerging designers shaping fashion through material, narrative and form",https://www.globenewswire.com/news-release/2026/04/28/3282805/0/en/COLLEGE-FOR-CREATIVE-STUDIES-PRESENTED-THE-SHOW-2026-AT-SOMERSET-COLLECTION.html,2026-04-28T13:25:00Z
WWD,Stanislava Datskovska,"Emma Grede’s Debut Book Tops Amazon Charts, Reveals Serial Entrepreneur’s Strategy for Success: ‘I Don’t Have Time to Wait for Equity; I’d Rather Make It’","Across more than 300 pages, the brain behind businesses like Skims, Good American, and Off Season guides readers on how she got to where she is — and how they can get there, too.",http://wwd.com/shop/shop-fashion/emma-grede-start-with-yourself-book-buy-read-online-2026-1238931520/,2026-04-28T13:07:52Z
WWD,Martino Carrera,Aura Blockchain Consortium Appoints Marni Executive as Chairman,"Stefano Rosso, CEO of Marni and president of Maison Margiela, succeeds Prada Group’s Lorenzo Bertelli as chairman of the Aura Blockchain Consortium.",http://wwd.com/business-news/technology/aura-blockchain-consortium-marni-ceo-stefano-rosso-chairman-1238931502/,2026-04-28T09:40:39Z
Livemint,Varuni Khosla,"The great fashion reset: Myntra, Nykaa, Tata Cliq and others go luxe",Online fashion and beauty platforms are trying to shed their discount-driven identity by adding a layer of luxury.,https://www.livemint.com/companies/news/india-online-fashion-beauty-luxury-reset-myntra-nykaa-tatacliq-premium-brands-11777179996416.html,2026-04-26T09:00:19Z
WWD,Stanislava Datskovska,Tommy Hilfiger’s F1 Miami Capsule Is Almost Fully Sold Out Online (But We Found a Way to Get the Viral Pieces in Two Days),"The limited-edition fanwear collection of tees, quarter-zips, varsity jackets, and hoodies — available at Amazon — will dress you to the nines for next weekend's sporting event.",http://wwd.com/shop/shop-fashion/tommy-hilfiger-f1-miami-cadillac-capsule-buy-online-amazon-1238929531/,2026-04-25T23:59:22Z
CNBC,Megan Sauer,"$300 bags, $150 earrings, $60 hats: Mid-priced products are a status symbol for young shoppers",A growing number of Gen Zers and millennial consumers with disposable income are shifting away from both luxury- and discount-priced retail items alike.,https://www.cnbc.com/2026/04/25/how-mid-priced-retail-products-became-status-symbol-for-young-shoppers.html,2026-04-25T13:05:01Z
Breitbart News,Frances Martel,Studies Find Viral Chinese 'Labubu' Toys Use Cotton from Uyghur Slave Region,"Two rounds of materials testing revealed the presence of cotton from East Turkistan, the occupied Uyghur homeland, in Labubu dolls.
The post Studies Find Viral Chinese ‘Labubu’ Toys Use Cotton from Uyghur Slave Region appeared first on Breitbart.",https://www.breitbart.com/asia/2026/04/24/studies-find-viral-chinese-labubu-toys-use-cotton-uyghur-slave-region/,2026-04-24T16:27:18Z
WWD,James Fallon,China Insight: Middle-class Reset and Asset Shifts Are Rewriting Fashion Consumption,"In response to these changes, brands are beginning to adjust their strategies to appeal to consumers differently.",http://wwd.com/business-news/business-features/china-middle-class-luxury-fashion-consumption-1238928487/,2026-04-24T15:59:21Z
WWD,Luisa Zargani,Slowear Names Alessandro Varisco CEO,"Alessandro Varisco, the former Twinset and Moschino CEO, succeeds Piero Braga to lead Slowear.",http://wwd.com/business-news/human-resources/slowear-alessandro-varisco-ceo-1238928294/,2026-04-24T15:31:17Z
Yahoo Entertainment,Marco Quiroz-Gutierrez,"Americans are buying more used clothes, but the real story is who’s buying what: Luxury resale is booming and so is discount","""We’re seeing that growth isn't uniform, and it really is concentrated, seemingly, at the high and low ends of the market when it comes to clothes.""",https://finance.yahoo.com/economy/articles/americans-buying-more-used-clothes-151115117.html,2026-04-24T15:11:15Z
Fortune,Marco Quiroz-Gutierrez,"Americans are buying more used clothes, but the real story is who’s buying what: Luxury resale is booming and so is discount","""We’re seeing that growth isn't uniform, and it really is concentrated, seemingly, at the high and low ends of the market when it comes to clothes.""",https://fortune.com/2026/04/24/american-economy-secondhand-clothing-market-the-real-real-thredup-resale/,2026-04-24T15:11:15Z
WWD,Stanislava Datskovska,"Victoria Beckham Teaches Us How to Dress for Spring in New Gap Collection, Out Now",The all-American label is in for a seasonal reset by way of these utilitarian-chic threads.,http://wwd.com/shop/shop-fashion/victoria-beckham-gap-collaboration-best-pieces-buy-online-1238927467/,2026-04-24T13:00:00Z
Livemint,"Sowmya Ramasubramanian, Vaeshnavi Kasthuril","Ralph Lauren, Lanvin double down on India luxury market growth amid global slowdown","Ralph Lauren India and Lanvin Group are expanding cautiously but strategically, betting on digital influence and cultural localisation to unlock India’s luxury consumption story.",https://www.livemint.com/companies/luxury-brands-india-growth-ralph-lauren-lanvin-strategy-11777006930607.html,2026-04-24T08:19:05Z
